LOCUSTAG,SPECIES,FILENAME,CONTIG_COUNT,TOTAL_LENGTH,MIN,MAX,MEDIAN,MEAN,L50,N50,L90,N90,GC_PERCENT,T2T_SCAFFOLDS,TELOMERE_FWD,TELOMERE_REV
F084B9C9,Annulohypoxylon maeteangense,Annulohypoxylon_maeteangense_CBS_123835,62,38242501,2457,4358900,222360,616814.53,8,1644824,24,417228,44.87,0,7,12
FE6C0C0A,Annulohypoxylon moriforme,Annulohypoxylon_moriforme_CBS_123579,967,42658955,1001,1224904,4055,44114.74,37,338854,165,36241,42.35,0,10,5
FD0C231D,Annulohypoxylon nitens,Annulohypoxylon_nitens_CBS_120705,71,38537808,1144,4146830,283095,542786.03,8,1333437,31,332435,47.10,0,6,12
F21010A9,Annulohypoxylon sp. FPYF3050,Annulohypoxylon_sp._FPYF3050_FPYF3050,13,43344577,85606,4915374,3644519,3334198.23,5,3896947,10,3109569,43.11,6,11,7
FFCAF2BB,Annulohypoxylon stygium,Annulohypoxylon_stygium_TJAS01,10,38763155,2957492,5052511,4183141,3876315.50,5,4183141,9,3199179,47.04,10,10,10
F28D8A82,Annulohypoxylon truncatum,Annulohypoxylon_truncatum_CBS_140777,130,38067699,1006,2283387,83614,292828.45,16,762608,49,231592,46.55,0,8,8
F4ABCCAB,Antarctomyces pellizariae,Antarctomyces_pellizariae_UFMG-CB-12416,277,24110053,2017,893755,29906,87039.90,36,220359,116,53730,49.93,0,1,0
F9D4A421,Anthostomella pinea,Anthostomella_pinea,20,53760342,2704,8924063,2115983,2688017.10,4,5428629,10,2115983,51.84,3,7,4
F72965E8,Anthracocystis panici-leucophaei,Anthracocystis_panici-leucophaei_SPL10,23,18915934,78051,2102384,648528,822431.91,7,969070,18,515776,53.99,22,22,22
FA945640,Anthracocystis setariae,Anthracocystis_setariae_BRIP_26904_a,42,21488978,963,1934029,460366,511642.33,8,921621,20,582072,54.40,2,12,9
F2DF3BCD,Anthracocystis walkeri,Anthracocystis_walkeri_RK_031,22,18415360,5441,2584725,646195,837061.82,6,1158577,15,512058,53.92,0,1,10
F11FA1E0,Antonospora locustae,Antonospora_locustae_CLX,18,3171376,1173,388820,171047,176187.56,7,183675,15,132192,41.97,0,0,0
F5B59BF0,Antrodia cinnamomea,Antrodia_cinnamomea_V5,33,32963113,7118,4545385,532859,998882.21,5,2407266,15,780258,50.65,8,16,11
F2F84183,Antrodiella citrinella,Antrodiella_citrinella_DSM_108506,1228,33017182,437,546823,10046,26886.96,137,66860,561,11828,51.32,0,2,0
F0DCC5B3,Aotearoamyces nothofagi,Aotearoamyces_nothofagi_ICMP_21868,288,26044277,1000,1558248,2136,90431.52,12,827040,32,226835,48.82,0,4,2
F158362D,Aphanoascus verrucosus,Aphanoascus_verrucosus_IHEM_4434,211,23059040,394,894230,1772,109284.55,17,431853,52,132993,49.58,0,1,1
FCE0DFBC,Aphanocladium album,Aphanocladium_album_MX95,1937,35117533,251,226784,9087,18129.86,272,38109,940,9569,52.96,0,8,11
F79E968A,Apiosordaria backusii,Apiosordaria_backusii_CBS_540.89,37,40188346,7747,5306650,390601,1086171.51,6,2878263,18,671151,49.16,0,0,5
FD8BD657,Apiospora arundinis,Apiospora_arundinis_AAU_773,10,48791702,50034,10226945,5001868,4879170.20,4,5301101,8,3317270,52.09,6,7,8
F40622CD,Apiospora aurea,Apiospora_aurea_CBS_24483,12,49892972,116838,7772251,4731090,4157747.67,4,5466563,9,3104223,51.96,4,6,8
FBD2974D,Apiospora guizhouensis,Apiospora_guizhouensis_F035,137,45862425,5877,1354530,260483,334762.23,26,612443,78,219718,54.33,0,6,8
FE3DEBEB,Apiospora hydei,Apiospora_hydei_CBS_114990,11,47482197,97217,9565279,4455523,4316563.36,4,5506969,8,3066217,53.07,2,7,5
F106BE0C,Apiospora kogelbergensis,Apiospora_kogelbergensis_CBS_113332,21,46732433,102625,8898311,758757,2225353.95,4,5256650,9,1064584,53.08,1,2,6
FC5661A0,Apiospora malaysiana,Apiospora_malaysiana_STlab-iicb,43,46110019,3423,7867895,397019,1072326.02,7,2429633,20,717676,52.51,0,6,7
F8C4A3B1,Apiospora marii,Apiospora_marii_CBS_49790,16,51176731,20469,7921819,3376844,3198545.69,5,5090723,10,2788607,52.84,4,8,7
F3BD46A3,Apiospora phragmitis,Apiospora_phragmitis_CBS_135458,19,52670108,59734,9183595,2680913,2772110.95,5,3519214,12,2111352,49.26,0,4,5
FEF18550,Apiospora pterosperma,Apiospora_pterosperma_CBS_123185,14,44521400,108216,8614064,2990119,3180100.00,4,4729002,9,2456990,51.63,2,8,3
F3B33643,Apiospora rasikravindrae,Apiospora_rasikravindrae_CBS_33761,15,46430374,52366,6840638,2816656,3095358.27,5,5079597,10,2429377,52.80,2,8,4
F65FD153,Apiospora saccharicola,Apiospora_saccharicola_CBS_83171,12,51950114,42409,10981571,5176329,4329176.17,4,5902260,8,3549889,50.38,4,6,5
F72C1F5F,Apiospora sp. TS-2023a,Apiospora_sp._TS-2023a_CBS_14255,16,50676248,68716,6478575,3234304,3167265.50,5,4997050,10,2839916,52.16,3,7,6
F9A897E8,Apiospora sphaerosperma,Apiospora_sphaerosperma_JCM_6018,66,51041116,2176,5718668,79130,773350.24,7,2962747,19,560442,51.25,0,0,0
FC35D36E,Apiotrichum akiyoshidainum,Apiotrichum_akiyoshidainum_HP2023,1067,30042643,238,320682,15997,28156.18,163,53521,569,13903,60.69,0,2,2
F5267376,Apiotrichum brassicae,Apiotrichum_brassicae_JCM_1599,16,23647732,3040,5410471,986299,1477983.25,3,2410059,10,842059,56.47,0,4,1
F7380357,Apiotrichum cacaoliposimilis,Apiotrichum_cacaoliposimilis_UB0827,349,23329550,500,1904097,1655,66846.85,17,416375,60,102407,60.83,0,2,2
F962C521,Apiotrichum domesticum,Apiotrichum_domesticum_JCM_9580,28,24510922,1820,4014173,41642,875390.07,4,3306260,9,853489,58.52,0,3,5
FF6C5AEB,Apiotrichum gamsii,Apiotrichum_gamsii_JCM_9941,29,24609388,1025,4238441,20747,848599.59,4,3284570,9,918954,61.14,1,3,6
F48A4361,Apiotrichum gracile,Apiotrichum_gracile_JCM_10018,17,24114851,1124,5948321,4112,1418520.65,3,4554691,5,3690501,59.23,2,6,3
FE1A3286,Apiotrichum laibachii,Apiotrichum_laibachii_JCM_2947,26,30616633,1241,5305799,420342,1177562.81,5,2819049,10,891860,59.63,0,1,1
FDF3175D,Apiotrichum montevideense,Apiotrichum_montevideense_JCM_9937,61,24872216,1250,3521688,10944,407741.25,5,1972470,14,492403,58.17,0,2,2
F72C339E,Apiotrichum mycotoxinovorans,Apiotrichum_mycotoxinovorans_CICC_1454,7,30749651,136233,10254415,3230675,4392807.29,2,7496769,5,3077865,57.57,0,0,1
F8598B76,Apiotrichum porosum,Apiotrichum_porosum_DSM_27194,32,25479456,4770,3134003,425005,796233.00,6,1376709,16,425005,59.15,0,4,8
F3CBA606,Apiotrichum siamense,Apiotrichum_siamense_L8in5,109,23215723,6195,1892756,141613,212988.28,19,368156,59,132642,61.82,0,0,0
F4E82836,Apiotrichum sp. M3315A-1,Apiotrichum_sp._M3315A-1_M3315A-1,1825,47175374,500,338108,15128,25849.52,284,50718,951,14022,58.42,0,2,1
FDB92978,Apiotrichum sp. PA4207,Apiotrichum_sp._PA4207_PA4207,353,49164141,500,1642154,45752,139275.19,39,380131,131,95176,58.44,0,3,2
FFEF698D,Apiotrichum sp. PDH3304B,Apiotrichum_sp._PDH3304B_PDH3304B,294,48989798,500,1625876,64176,166631.97,35,421211,114,109344,58.46,0,2,1
F11B9CDA,Apiotrichum sp. PL3306B,Apiotrichum_sp._PL3306B_PL3306B,309,48854855,500,1926963,57492,158106.33,36,379856,122,109155,58.46,0,1,2
FA4F8E7A,Apiotrichum sp. PL3309B,Apiotrichum_sp._PL3309B_PL3309B,319,48972920,500,1246417,45948,153520.13,33,477187,116,112383,58.45,0,1,1
F3924A56,Apiotrichum sp. Y3305A,Apiotrichum_sp._Y3305A_Y3305A,1516,44190222,500,1356501,15969,29149.22,197,59005,755,16132,58.37,0,5,3
FE62542B,Apiotrichum sp. Y4201-1,Apiotrichum_sp._Y4201-1_Y4201-1,302,48722126,501,2645250,35057,161331.54,27,479037,101,126711,58.47,0,3,5
FAAA4B44,Apiotrichum sp. Y4204,Apiotrichum_sp._Y4204_Y4204,284,49165953,500,1642411,42001,173119.55,28,565208,98,121080,58.44,0,2,2
F5CEFD05,Apiotrichum veenhuisii,Apiotrichum_veenhuisii_JCM_10691,35,31617680,1112,6947394,358042,903362.29,4,2551142,13,808359,59.59,0,2,7
F844F32B,Aplosporella prunicola,Aplosporella_prunicola_CBS_121167,334,32818685,1006,1596707,6355,98259.54,14,957837,53,69981,53.75,0,8,10
F8F3DE3F,Apodospora peruviana,Apodospora_peruviana_CBS_118394,36,42017045,1233,9304246,17851,1167140.14,4,4735592,8,1995431,52.91,0,0,0
F7842AA1,Apophysomyces elegans,Apophysomyces_elegans_B7760,1528,38467560,301,469772,5096,25175.10,107,101064,465,14690,41.70,0,2,0
FC1B5C44,Apophysomyces ossiformis,Apophysomyces_ossiformis_NRRL_A-21654,1141,34079843,500,588879,2985,29868.40,80,125890,296,27577,41.88,0,1,0
F7A4DD7C,Apophysomyces sp. BC1015,Apophysomyces_sp._BC1015_BC1015,3418,37625439,500,224769,2131,11008.03,291,37420,1218,4934,42.95,0,1,3
FA0E2668,Apophysomyces sp. BC1021,Apophysomyces_sp._BC1021_BC1021,2963,35139595,481,243836,1974,11859.47,271,38138,1003,6742,41.60,0,2,2
F326D04B,Apophysomyces sp. BC1034,Apophysomyces_sp._BC1034_BC1034,3089,37767103,500,213726,1996,12226.32,270,40376,1027,6874,43.07,0,1,0
FC96D4A1,Apophysomyces trapeziformis,Apophysomyces_trapeziformis_B9324,1400,35840759,205,572943,2047,25600.54,81,141065,313,22442,41.91,0,1,2
F50698D8,Apophysomyces variabilis,Apophysomyces_variabilis_NCCPF_102052,411,39322312,473,3993377,1501,95674.73,16,647494,64,146204,41.03,0,0,0
FD586D47,Aquanectria penicillioides,Aquanectria_penicillioides_NNIBRFG19,13,53763490,17759,8280041,4037603,4135653.08,4,4932896,9,3509801,47.93,9,11,10
FDFB31ED,Arachnomyces peruvianus,Arachnomyces_peruvianus,9,34588307,21150,7703008,4091594,3843145.22,3,6039810,6,3850451,46.23,0,4,1
F3B131E9,Arachnomyces sp. PD_36,Arachnomyces_sp._PD_36_PD_36,72,31316195,1086,2202215,272907,434947.15,13,859478,33,349445,48.06,0,3,0
F3D7DC09,Arachnopeziza araneosa,Arachnopeziza_araneosa_D781,1498,40453245,200,1164973,870,27004.84,55,210669,205,46250,45.63,1,16,20
FD11AF05,Armillaria altimontana,Armillaria_altimontana_837-10,100,73739702,12766,5843527,304634,737397.02,10,1930169,42,474267,47.76,0,10,8
FA8A03C5,Armillaria borealis,Armillaria_borealis_FPL87.14,864,71689880,1017,2990996,21865,82974.40,50,355568,365,26210,48.28,0,2,8
F824F975,Armillaria cepistipes,Armillaria_cepistipes_B5,182,75519607,941,6523365,26879,414942.90,8,2288895,35,394041,47.59,0,9,10
F3BFAEA7,Armillaria fumosa,Armillaria_fumosa_CBS_122221,54,55824865,8753,5345567,315539,1033793.80,7,3850518,20,794123,48.02,1,9,11
F8BF2F37,Armillaria fuscipes,Armillaria_fuscipes_CMW2740,24403,52984320,200,157180,908,2171.22,1804,5422,12590,866,47.22,0,27,30
F9955721,Armillaria gallica,Armillaria_gallica_M3,33,86087770,5168,8457901,1866603,2608720.30,6,6065498,16,1911002,47.44,2,11,11
F0971087,Armillaria luteobubalina,Armillaria_luteobubalina_HWK02,439,97106278,1342,3687455,74395,221198.81,28,840346,208,80562,47.27,0,0,4
FC07BDFE,Armillaria mellea,Armillaria_mellea_ELDO17,474,70852771,1429,8679113,31101,149478.42,8,2540624,179,40055,47.81,3,11,5
F3E21C53,Armillaria nabsnona,Armillaria_nabsnona_CMW6904,85,62718798,2442,4523863,285705,737868.21,9,2689454,34,476300,47.79,0,0,9
F9C6B3D5,Armillaria novae-zelandiae,Armillaria_novae-zelandiae_ICMP_16352,427,79334843,5037,4211269,55572,185795.89,26,741865,179,73788,47.53,0,15,11
FF8ADD81,Armillaria ostoyae,Armillaria_ostoyae_C18_9,11,56666185,3341870,6974893,5066647,5151471.36,5,5329788,10,4262795,47.79,7,9,9
F6B4CD8C,Armillaria sinapina,Armillaria_sinapina_YAFMHJ89,26279,101988884,501,148694,1461,3881.00,2604,9545,13636,1371,47.25,0,26,20
F6E697C6,Armillaria solidipes,Armillaria_solidipes_ID001,72,55735298,14213,4463803,219996,774101.36,8,2424439,25,400724,48.26,0,9,7
F1FDA740,Armillaria sp. CMW 4456,Armillaria_sp._CMW_4456_CMW_4456,840,54954005,9618,1463441,29824,65421.43,85,128967,525,24130,46.53,0,5,1
FBD40602,Arthonia radiata,Arthonia_radiata_EZ20314,17,33501807,2114,4758767,1973860,1970694.53,6,2247352,13,1595372,48.43,10,12,12
F8EF8A46,Arthrinium phaeospermum,Arthrinium_phaeospermum_M.B.Ellis,19,48449939,96493,5249372,2821402,2549996.79,6,3733262,13,1931147,53.05,0,2,5
F2A5DC34,Arthrinium puccinioides,Arthrinium_puccinioides_CBS_549.89,10,39753076,65687,9514989,3725571,3975307.60,3,6167320,6,3721674,53.27,1,4,2
F0A483AA,Apiospora koreana,Arthrinium_sp._KUC21332_KUC21332,50,48739493,2530,8999756,65151,974789.86,5,3570796,14,1245444,52.09,0,0,6
F81238F4,Arthrobotrys conoides,Arthrobotrys_conoides_TWF506,20,40273263,26109,7334681,2042221,2013663.15,5,2969558,13,1494387,43.20,2,4,12
F4907269,Arthrobotrys entomopaga,Arthrobotrys_entomopaga_CBS642.8,150,38279404,2019,1599543,149459,255196.03,23,579495,71,163496,44.97,0,1,3
F104F34E,Arthrobotrys flagrans,Arthrobotrys_flagrans_CBS_H-5679,14,36645795,28584,8347096,285791,2617556.79,3,6168687,6,4095442,45.10,0,1,5
F3B8DD6A,Arthrobotrys iridis,Arthrobotrys_iridis_CGMCC_3.6761,105,39780665,2124,4287150,14328,378863.48,6,2488277,17,954675,44.35,1,7,8
FFF1B0DC,Arthrobotrys megalospora,Arthrobotrys_megalospora_TWF281,18,37933658,808076,4051287,2202840,2107425.44,7,2271274,15,1193647,46.69,0,5,11
F546F14A,Arthrobotrys musiformis,Arthrobotrys_musiformis_TWF481,14,42091834,214837,5256303,3305996,3006559.57,5,3752544,11,1742121,46.09,6,8,11
FAE17ECD,Arthrobotrys pseudoclavata,Arthrobotrys_pseudoclavata_CGMCC_3.6756,26,35129598,2221,8066070,18403,1351138.38,3,5987298,7,2035655,45.85,0,0,0
FC465438,Arthrobotrys sinensis,Arthrobotrys_sinensis_CGMCC_3.6755,59,40621685,2026,3919176,37151,688503.14,8,2270803,17,1137388,45.62,0,2,3
F0CBC149,Arthrobotrys sphaeroides,Arthrobotrys_sphaeroides_CGMCC_3.6774,271,40637404,1999,7368278,5257,149953.52,5,2343575,17,853149,46.60,0,1,5
F310531C,Arthrocladium fulminans,Arthrocladium_fulminans_CBS_136243,26,27193732,4095,3008326,779373,1045912.77,6,2259535,12,1000232,51.82,1,5,2
F0C54309,Arthroderma sp. MBC 290,Arthroderma_sp._MBC_290_MBC_290,332,24326069,394,997645,7498,73271.29,24,306013,80,76012,47.56,0,0,0
FFAAF8FA,Arthroderma sp. MBC 293,Arthroderma_sp._MBC_293_MBC_293,308,23892988,402,1427914,2088,77574.64,16,456371,54,133014,47.69,0,2,1
F20DF61D,Arthroderma sp. MBC 929,Arthroderma_sp._MBC_929_MBC_929,299,23987874,309,1118874,2807,80227.00,20,364560,64,120144,47.76,0,1,0
F8E00078,Arthroderma sp. MBC 961,Arthroderma_sp._MBC_961_MBC_961,370,23858143,321,1200934,2145,64481.47,14,657041,46,158026,47.73,0,1,1
F1B3E81C,Arthroderma sp. PD_2,Arthroderma_sp._PD_2_PD_2,2426,23038789,1002,89347,6780,9496.62,479,15062,1522,4670,48.08,0,5,3
FA49FE15,Arthroderma uncinatum,Arthroderma_uncinatum_CBS_119779,5,23563256,2037654,6630942,5310634,4712651.20,2,6243361,4,3340665,48.65,0,0,0
FD0BC9DF,Arthromyces matolae,Arthromyces_matolae_D32,26871,50532040,240,352783,647,1880.54,1403,6038,14695,582,46.39,0,39,42
FB72CF39,Articulospora tetracladia,Articulospora_tetracladia_NNIBRFG329,20,41846809,2165,7110143,1926141,2092340.45,4,3973648,12,1880018,48.38,13,14,17
F48E7C68,Artomyces pyxidatus,Artomyces_pyxidatus_HHB10654,477,37987417,1001,1958655,6680,79638.19,26,472950,102,73372,53.20,0,0,0
F87D9298,Arxiozyma bovina,Arxiozyma_bovina_CBS_16326,210,15883906,516,746094,26470,75637.65,25,203893,90,37133,31.72,0,1,0
F67B9B63,Arxiozyma heterogenica,Arxiozyma_heterogenica_C57BL_6,27,14363761,2007,1592913,508779,531991.15,6,1033068,14,508779,30.39,0,0,0
F4914448,Arxiozyma pintolopesii,Arxiozyma_pintolopesii,34,14001259,291,1738127,154223,411801.74,6,948874,14,482003,30.58,0,0,0
F4B223C1,Arxiozyma slooffiae,Arxiozyma_slooffiae_ABBL,38,23651935,66083,1670482,612439,622419.34,12,716300,28,403171,30.42,0,0,0
FE617678,Arxiozyma telluris,Arxiozyma_telluris_NRRL_Y-4302,925,14718466,501,287821,1269,15911.86,60,68627,217,14873,32.09,0,1,2
FD2AC086,Aschersonia sp. MBC 508,Aschersonia_sp._MBC_508_MBC_508,2755,31391664,300,229725,5696,11394.43,376,24605,1344,6036,54.28,0,3,3
F1D23492,Aschersonia sp. MBC 593,Aschersonia_sp._MBC_593_MBC_593,2902,29967148,300,155624,5540,10326.38,422,21305,1476,5377,54.44,0,5,2
FE1CCF9E,Aschersonia sp. MBC 610,Aschersonia_sp._MBC_610_MBC_610,762,26824724,314,313050,20231,35203.05,124,71215,381,20231,53.63,0,1,1
FE910619,Aschersonia sp. MBC 612,Aschersonia_sp._MBC_612_MBC_612,898,26911698,310,269561,18710,29968.48,147,60371,460,17123,53.62,0,3,4
FA448A77,Aschersonia sp. MBC 622,Aschersonia_sp._MBC_622_MBC_622,1607,32680853,300,340281,5073,20336.56,138,65956,563,11596,52.53,0,7,4
F2C9845E,Aschersonia sp. MBC 710,Aschersonia_sp._MBC_710_MBC_710,3158,31322490,301,161922,4933,9918.46,428,21465,1554,5112,54.29,0,4,3
FEA06AC9,Aschersonia sp. MBC 735,Aschersonia_sp._MBC_735_MBC_735,815,26987735,320,289918,19722,33113.79,127,68998,396,20618,53.58,0,3,1
FB10C104,Aschersonia sp. MBC 819,Aschersonia_sp._MBC_819_MBC_819,814,26946078,301,305583,20945,33103.29,132,67419,405,21020,53.61,0,4,1
F5F6C9F8,Aschersonia sp. MBC 877,Aschersonia_sp._MBC_877_MBC_877,670,26887767,316,339370,19923,40131.00,100,89839,307,23961,53.59,0,1,1
FC82CE09,Ascobolus immersus,Ascobolus_immersus_RN42,706,59529874,1001,1459691,20526,84319.93,60,268758,233,65679,48.73,0,1,1
F0F8C45E,Ascobotryozyma americana,Ascobotryozyma_americana_CBS_8560,704,17033332,2016,205954,13033,24195.07,109,47524,366,11557,26.99,0,1,1
FBC91FA0,Ascobotryozyma cognata,Ascobotryozyma_cognata_CBS_8753,2144,17798944,499,196019,3789,8301.75,267,19014,1027,4113,25.79,0,8,8
F7520A92,Ascochyta clinopodiicola,Ascochyta_clinopodiicola_IMI_359910,1592,33614440,200,259290,3349,21114.60,149,73711,488,16896,52.53,1,16,19
F1D218CE,Ascochyta fabae,Ascochyta_fabae_247_15,1982,36422474,2004,322323,7190,18376.63,235,44355,981,7340,50.61,0,11,12
F3EE2CB6,Ascochyta koolunga,Ascochyta_koolunga_KIN-16-703,26,56068377,25431,7900773,2403113,2156476.04,5,4362175,13,2403113,44.78,1,2,4
FEBE0F84,Ascochyta lentis,Ascochyta_lentis_Al4,28,41975033,20501,4041206,1537702,1499108.32,9,1825080,20,1294376,48.36,21,22,22
F14CC972,Ascochyta pisi,Ascochyta_pisi_HNA23,26,41428366,49676,3633783,1548506,1593398.69,9,1699839,20,1293355,48.15,14,20,17
FB20EC24,Ascochyta rabiei,Ascochyta_rabiei_Me14,23,40901820,55102,3374210,1749120,1778340.00,9,1944960,19,1383910,49.21,21,21,22
F9E61B0E,Ascochyta viciae,Ascochyta_viciae_FOR-16-616,3353,46193783,2001,147737,6977,13776.85,474,25780,1976,5401,46.99,0,32,35
FE8FD2AF,Ascochyta viciae-villosae,Ascochyta_viciae-villosae_ONG-16-641,6108,46009594,200,315077,397,7532.68,222,56180,1025,7845,46.36,1,93,90
F2293B97,Ascocoryne sarcoides,Ascocoryne_sarcoides_NRRL_50072,13,34247354,28092,3865581,2839530,2634411.85,5,3438441,10,2332906,46.27,5,6,8
F6720CE4,Ascodesmis nigricans,Ascodesmis_nigricans_CBS_389.68,176,27385218,1014,2969282,20697,155597.83,14,487907,52,141489,51.22,0,16,9
F0635A13,Ascodesmis sphaerospora,Ascodesmis_sphaerospora_NRRL_22422,104,49538203,1086,5305477,160139,476328.88,10,1426386,40,277964,50.30,1,11,14
F1927663,Ascoidea asiatica,Ascoidea_asiatica_JCM_7603,71,20313720,1471,2713227,46545,286108.73,6,1153196,21,197826,24.79,0,0,0
FB66D786,Ascoidea rubescens,Ascoidea_rubescens_DSM_1968,63,17503998,1008,3341275,13828,277841.24,6,1035938,18,307815,32.77,0,0,0
FA11E3A1,Ascoidea tarda,Ascoidea_tarda_NRRL_Y-2393,1004,16886725,2022,149719,11657,16819.45,195,26129,640,7879,32.39,0,3,0
FD6082CD,Ascomycota sp.,Ascomycota_sp._CTeuk-1837,501,34036250,3163,488223,50569,67936.63,100,103878,323,33589,47.21,0,4,7
FA9E2146,Ascosphaera acerosa,Ascosphaera_acerosa_ATCC_201316,5020,18611625,500,38273,2089,3707.50,822,6542,3123,1529,61.64,0,7,11
FD2F0C02,Ascosphaera aggregata,Ascosphaera_aggregata_USDA-ARS_PIBMSR_Wild2,4502,19806242,500,41254,2781,4399.43,797,7511,2734,2049,47.11,0,5,4
FCA5E144,Ascosphaera apis,Ascosphaera_apis_ARSEF_7405,82,20313079,1075,1592427,129110,247720.48,13,482601,37,168129,47.00,0,2,0
F85F86CD,Ascosphaera atra,Ascosphaera_atra_ARSEF_5147,12891,29072376,996,19378,1741,2255.25,3523,2504,10268,1228,51.41,2,58,43
F5111BC2,Ascosphaera pollenicola,Ascosphaera_pollenicola_ATCC_62712,5538,19988041,500,31524,2153,3609.25,925,6319,3265,1624,50.22,0,11,13
F40BB82B,Aspergillaceae sp.,Aspergillaceae_sp._CTeuk-1914,2316,13377384,3000,20768,4924,5776.07,758,6177,1907,3576,49.00,0,3,6
FFB433E9,Penicillium sp. M1327,Aspergillaceae_sp._M1327_PF1803,309,27695660,502,2220039,3472,89629.97,13,556291,44,178565,51.08,0,4,4
F27DFD71,Penicillium sp. PF1803,Aspergillaceae_sp._PF1803_PT4103,1741,40239996,500,1024634,2909,23113.15,57,196499,366,11161,47.97,0,30,18
F7CBEE24,Penicillium sp. S1602,Aspergillaceae_sp._S1602_S1701,325,33577028,2021,2025105,9847,103313.93,15,715071,54,71105,48.48,0,1,1
F536B271,Penicillium sp. S1701,Aspergillaceae_sp._S1701_PF2412A,193,35111639,2041,2609888,34122,181925.59,17,618233,64,118664,48.29,0,1,0
F1101860,Aspergillus aculeatinus,Aspergillus_aculeatinus_CBS_121060,121,36471649,1611,1782628,216325,301418.59,25,493913,72,169998,50.32,0,0,0
F4C12959,Aspergillus aculeatus,Aspergillus_aculeatus_ATCC_16872,660,35424414,491,3727362,1115,53673.35,8,1634707,21,602606,50.52,0,0,0
F6C5610A,Aspergillus aff. floccosus IMV 01167,Aspergillus_aff._floccosus_IMV_01167_IMV_01167,331,31588614,305,1348435,3309,95433.88,18,482632,65,142914,52.22,0,0,3
F9FDF067,Aspergillus affinis,Aspergillus_affinis_CMG_70,331,37490856,2010,919884,62455,113265.43,51,216796,166,62455,50.22,0,4,2
F88ACAFF,Aspergillus aflatoxiformans,Aspergillus_aflatoxiformans_LH_A394,206,37689141,2080,1959994,7694,182957.00,16,746223,52,203136,47.47,0,0,0
FF98F8CB,Aspergillus alliaceus,Aspergillus_alliaceus_CBS_536.65,331,40168528,1015,1739770,7277,121355.07,24,499171,77,152365,47.08,0,0,0
F639B0FD,Aspergillus amoenus,Aspergillus_amoenus_S2904,110,33004698,2088,3287098,19542,300042.71,10,950527,33,311646,50.15,0,0,2
F27877B3,Aspergillus amstelodami,Aspergillus_amstelodami_NRRL_89,375,25735522,1001,812557,27331,68628.06,45,182041,154,42539,49.15,0,1,0
FC76F686,Aspergillus arachidicola,Aspergillus_arachidicola_CBS_117612,451,39764385,1004,1215323,9822,88169.37,34,349923,116,74527,48.07,0,0,2
FE44214A,Aspergillus asperescens,Aspergillus_asperescens_NRRL_4770,425,28016043,1044,590573,14423,65920.10,43,205464,143,50664,49.67,0,0,0
F3C79A11,Aspergillus austwickii,Aspergillus_austwickii_LH_A515,144,37419620,2288,1586174,122282,259858.47,21,585932,66,165320,48.25,0,0,0
FB389F2C,Aspergillus avenaceus,Aspergillus_avenaceus_IBT_18842,1528,33765472,1002,436534,3745,22097.82,112,79000,481,12463,45.61,0,1,5
FA5AE563,Aspergillus awamori,Aspergillus_awamori_IFM_58123,32,38596949,10000,6450824,62700,1206154.66,4,4298649,9,1294970,49.35,0,0,0
